ESCRUTINIO PROVISORIO: Elecciones Primarias Abiertas Provinciales del 22 de Mayo de 2011                                                                                  
Escrutado:100,00%   -   Fecha y Hora de cierre: 23/05/2011 - 06:36                                                                                                        
                                                                                                                                                                          
Cargo: GOBERNADOR Y VICE - detalle por SECCIONALES DE SANTA FE                                                                                                            
                                                                                                                                                                          
Fecha;Depto;Nombre Departamento;Localidad;Nombre Localidad;Tipo Loc;Cargo;Partido;Nombre Partido;Nombre Candidato;Votos;Porcentaje;                                       
2011/05/22;09;LA CAPITAL;000 ;;DEPTO ;GOBERNADOR Y VICE;0001;PARTIDO AUTONOMISTA;YERBE CARLOS;0000907;100,00                                                              
2011/05/22;09;LA CAPITAL;000 ;;DEPTO ;GOBERNADOR Y VICE;0002;UNION PRO FEDERAL;TORRES MIGUEL IGNACIO;0027962;100,00                                                       
2011/05/22;09;LA CAPITAL;000 ;;DEPTO ;GOBERNADOR Y VICE;0003;FRENTE SANTA FE PARA TODOS;PEROTTI OMAR ANGEL;0043664; 38,91                                                 
2011/05/22;09;LA CAPITAL;000 ;;DEPTO ;GOBERNADOR Y VICE;0003;FRENTE SANTA FE PARA TODOS;BIELSA RAFAEL ANTONIO;0033924; 30,23                                              
2011/05/22;09;LA CAPITAL;000 ;;DEPTO ;GOBERNADOR Y VICE;0003;FRENTE SANTA FE PARA TODOS;ROSSI AGUSTIN OSCAR;0030885; 27,52                                                
2011/05/22;09;LA CAPITAL;000 ;;DEPTO ;GOBERNADOR Y VICE;0003;FRENTE SANTA FE PARA TODOS;MERCIER JUAN CARLOS;0003754;  3,35                                                
2011/05/22;09;LA CAPITAL;000 ;;DEPTO ;GOBERNADOR Y VICE;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;BARLETTA MARIO DOMINGO;0054280; 50,46                                    
2011/05/22;09;LA CAPITAL;000 ;;DEPTO ;GOBERNADOR Y VICE;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;BONFATTI ANTONIO JUAN;0041494; 38,57                                     
2011/05/22;09;LA CAPITAL;000 ;;DEPTO ;GOBERNADOR Y VICE;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;GIUSTINIANI RUBEN HECTOR;0010822; 10,06                                  
2011/05/22;09;LA CAPITAL;000 ;;DEPTO ;GOBERNADOR Y VICE;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;CACERES LUIS ALBERTO;0000972;  0,90                                      
