ESCRUTINIO PROVISORIO: Elecciones Primarias Abiertas Provinciales del 22 de Mayo de 2011                                                                                  
Escrutado:100,00%   -   Fecha y Hora de cierre: 23/05/2011 - 06:36                                                                                                        
                                                                                                                                                                          
Cargo: INTENDENTE - detalle por SECCIONALES DE ROSARIO                                                                                                                    
                                                                                                                                                                          
Fecha;Depto;Nombre Departamento;Localidad;Nombre Localidad;Tipo Loc;Cargo;Partido;Nombre Partido;Nombre Candidato;Votos;Porcentaje;                                       
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;0001;PARTIDO AUTONOMISTA;GARCIA NANCI BEATRIZ;0000004;100,00                                                                
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;0002;UNION PRO FEDERAL;SCHLIEPER RICARDO ERNESTO;0000071;100,00                                                             
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;CAVALLERO HECTOR JOSE;0000410; 55,71                                                        
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;GIULIANO DIEGO ALBERTO;0000244; 33,15                                                       
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;IMHOFF JOSE LUIS;0000037;  5,03                                                             
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;ARAUJO ARTURO IGNACIO;0000017;  2,31                                                        
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;GALINDEZ JORGE OSCAR;0000011;  1,49                                                         
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;GLUCK TOMAS;0000008;  1,09                                                                  
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;ECHAGUE LUIS ALBERTO;0000006;  0,82                                                         
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;GALBAN ALFONSO;0000003;  0,41                                                               
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;FEIN MONICA HAYDEE;0001544; 56,08                                                  
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;BOASSO JORGE ROSARIO;0001170; 42,50                                                
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;DEL CERRO GONZALO PEDRO ANTONIO;0000032;  1,16                                     
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;CHIESA ANGEL;0000007;  0,25                                                        
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;0005;MOV. INDEPENDIENTE, JUSTICIA Y DIGNIDAD;OLIVERA ALICIA BEATRIZ;0000005;100,00                                          
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;0006;PARTIDO OBRERO;FINKELSTEIN EDMUNDO ENRIQUE;0000019;100,00                                                              
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;0053;PARTIDO DE LOS TRABAJADORES SOCIALISTAS;FOJO LORELEY ARACELI;0000013;100,00                                            
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;    ;Votos en Blanco;;0000127;  3,30                                                                                        
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;    ;Votos Anulados;;0000104;  2,70                                                                                         
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;    ;Votos Recurridos;;0000001;  0,03                                                                                       
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;    ;Votos Impugnados;;0000000;  0,00                                                                                       
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;    ;Votos Fuerza de Seguridad;;0000012;  0,31                                                                              
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;    ;Votos Electores Observados;;0000000;  0,00                                                                             
2011/05/22;13;ROSARIO;301 ;;DEPTO ;INTENDENTE;    ;Total de votos emitidos;;0003845;  0,00                                                                                
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;0001;PARTIDO AUTONOMISTA;GARCIA NANCI BEATRIZ;0000009;100,00                                                                
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;0002;UNION PRO FEDERAL;SCHLIEPER RICARDO ERNESTO;0000060;100,00                                                             
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;CAVALLERO HECTOR JOSE;0000527; 51,82                                                        
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;GIULIANO DIEGO ALBERTO;0000361; 35,50                                                       
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;IMHOFF JOSE LUIS;0000055;  5,41                                                             
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;ARAUJO ARTURO IGNACIO;0000029;  2,85                                                        
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;GALINDEZ JORGE OSCAR;0000021;  2,06                                                         
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;ECHAGUE LUIS ALBERTO;0000013;  1,28                                                         
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;GLUCK TOMAS;0000007;  0,69                                                                  
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;GALBAN ALFONSO;0000004;  0,39                                                               
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;FEIN MONICA HAYDEE;0001872; 54,55                                                  
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;BOASSO JORGE ROSARIO;0001506; 43,88                                                
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;DEL CERRO GONZALO PEDRO ANTONIO;0000040;  1,17                                     
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;CHIESA ANGEL;0000014;  0,41                                                        
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;0005;MOV. INDEPENDIENTE, JUSTICIA Y DIGNIDAD;OLIVERA ALICIA BEATRIZ;0000007;100,00                                          
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;0006;PARTIDO OBRERO;FINKELSTEIN EDMUNDO ENRIQUE;0000033;100,00                                                              
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;0053;PARTIDO DE LOS TRABAJADORES SOCIALISTAS;FOJO LORELEY ARACELI;0000029;100,00                                            
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;    ;Votos en Blanco;;0000171;  3,40                                                                                        
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;    ;Votos Anulados;;0000241;  4,80                                                                                         
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;    ;Votos Recurridos;;0000001;  0,02                                                                                       
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;    ;Votos Impugnados;;0000011;  0,22                                                                                       
2011/05/22;13;ROSARIO;302 ;;DEPTO ;INTENDENTE;    ;Votos Fuerza de Seguridad;;0000013;  0,26                                                                              
