ESCRUTINIO PROVISORIO: Elecciones Primarias Abiertas Provinciales del 22 de Mayo de 2011                                                                                  
Escrutado:100,00%   -   Fecha y Hora de cierre: 23/05/2011 - 06:36                                                                                                        
                                                                                                                                                                          
Cargo: CONCEJALES - detalle por LOCALIDAD                                                                                                                                 
                                                                                                                                                                          
Fecha;Depto;Nombre Departamento;Localidad;Nombre Localidad;Tipo Loc;Cargo;Partido;Nombre Partido;Nombre Candidato;Votos;Porcentaje;                                       
2011/05/22;01;BELGRANO;402 ;ARMSTRONG;MUNICI;CONCEJALES;0002;UNION PRO FEDERAL;RECANATI RUBEN LUIS J;0000272;100,00                                                       
2011/05/22;01;BELGRANO;402 ;ARMSTRONG;MUNICI;CONCEJALES;0003;FRENTE SANTA FE PARA TODOS;PAVICIC GERARDO DANIEL;0001183; 49,03                                             
2011/05/22;01;BELGRANO;402 ;ARMSTRONG;MUNICI;CONCEJALES;0003;FRENTE SANTA FE PARA TODOS;TORRE ERICA ANDREA;0000944; 39,12                                                 
2011/05/22;01;BELGRANO;402 ;ARMSTRONG;MUNICI;CONCEJALES;0003;FRENTE SANTA FE PARA TODOS;GIUDICI LEONARDO RAMON JOSE;0000286; 11,85                                        
2011/05/22;01;BELGRANO;402 ;ARMSTRONG;MUNICI;CONCEJALES;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;MAIANI OMAR DANIEL;0002303; 89,96                                        
2011/05/22;01;BELGRANO;402 ;ARMSTRONG;MUNICI;CONCEJALES;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;CICCARELLI RUBEN ANIBAL PABLO;0000143;  5,59                             
2011/05/22;01;BELGRANO;402 ;ARMSTRONG;MUNICI;CONCEJALES;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;STRAPPINI RICARDO SERGIO;0000114;  4,45                                  
2011/05/22;01;BELGRANO;402 ;ARMSTRONG;MUNICI;CONCEJALES;0014;RENOVACION POR ARMSTRONG;GRAMIGNA ROBERTO ANTONIO JOSE;0001543;100,00                                        
2011/05/22;01;BELGRANO;402 ;ARMSTRONG;MUNICI;CONCEJALES;    ;Votos en Blanco;;0000199;  2,74                                                                              
2011/05/22;01;BELGRANO;402 ;ARMSTRONG;MUNICI;CONCEJALES;    ;Votos Anulados;;0000252;  3,48                                                                               
2011/05/22;01;BELGRANO;402 ;ARMSTRONG;MUNICI;CONCEJALES;    ;Votos Recurridos;;0000004;  0,06                                                                             
2011/05/22;01;BELGRANO;402 ;ARMSTRONG;MUNICI;CONCEJALES;    ;Votos Impugnados;;0000000;  0,00                                                                             
2011/05/22;01;BELGRANO;402 ;ARMSTRONG;MUNICI;CONCEJALES;    ;Votos Fuerza de Seguridad;;0000007;  0,10                                                                    
2011/05/22;01;BELGRANO;402 ;ARMSTRONG;MUNICI;CONCEJALES;    ;Votos Electores Observados;;0000000;  0,00                                                                   
2011/05/22;01;BELGRANO;402 ;ARMSTRONG;MUNICI;CONCEJALES;    ;Total de votos emitidos;;0007250;  0,00                                                                      
2011/05/22;01;BELGRANO;403 ;LAS PAREJAS;MUNICI;CONCEJALES;0002;UNION PRO FEDERAL;GIORGI MELINA VANESA;0000470;100,00                                                      
2011/05/22;01;BELGRANO;403 ;LAS PAREJAS;MUNICI;CONCEJALES;0003;FRENTE SANTA FE PARA TODOS;COMPAGNUCCI HORACIO EDUARDO;0002927; 84,35                                      
2011/05/22;01;BELGRANO;403 ;LAS PAREJAS;MUNICI;CONCEJALES;0003;FRENTE SANTA FE PARA TODOS;GARCIA VERONICA ALDANA;0000319;  9,19                                           
2011/05/22;01;BELGRANO;403 ;LAS PAREJAS;MUNICI;CONCEJALES;0003;FRENTE SANTA FE PARA TODOS;BUSTAMANTE JORGE LUIS;0000224;  6,46                                            
2011/05/22;01;BELGRANO;403 ;LAS PAREJAS;MUNICI;CONCEJALES;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;D'ASCANIO MIRKO;0001076; 79,12                                         
2011/05/22;01;BELGRANO;403 ;LAS PAREJAS;MUNICI;CONCEJALES;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;VISENS CARLOS ALBERTO;0000284; 20,88                                   
2011/05/22;01;BELGRANO;403 ;LAS PAREJAS;MUNICI;CONCEJALES;0039;MOVIMIENTO VECINALISTA SANTAFESINO;LOREFICE JOSE MARIA;0001047;100,00                                      
2011/05/22;01;BELGRANO;403 ;LAS PAREJAS;MUNICI;CONCEJALES;    ;Votos en Blanco;;0000424;  5,69                                                                            
2011/05/22;01;BELGRANO;403 ;LAS PAREJAS;MUNICI;CONCEJALES;    ;Votos Anulados;;0000653;  8,76                                                                             
2011/05/22;01;BELGRANO;403 ;LAS PAREJAS;MUNICI;CONCEJALES;    ;Votos Recurridos;;0000009;  0,12                                                                           
2011/05/22;01;BELGRANO;403 ;LAS PAREJAS;MUNICI;CONCEJALES;    ;Votos Impugnados;;0000017;  0,23                                                                           
2011/05/22;01;BELGRANO;403 ;LAS PAREJAS;MUNICI;CONCEJALES;    ;Votos Fuerza de Seguridad;;0000005;  0,07                                                                  
2011/05/22;01;BELGRANO;403 ;LAS PAREJAS;MUNICI;CONCEJALES;    ;Votos Electores Observados;;0000000;  0,00                                                                 
2011/05/22;01;BELGRANO;403 ;LAS PAREJAS;MUNICI;CONCEJALES;    ;Total de votos emitidos;;0007455;  0,00                                                                    
