ESCRUTINIO PROVISORIO: Elecciones Primarias Abiertas Provinciales del 22 de Mayo de 2011                                                                                  
Escrutado:100,00%   -   Fecha y Hora de cierre: 23/05/2011 - 06:36                                                                                                        
                                                                                                                                                                          
Cargo: INTENDENTE - detalle por SECCIONALES DE SANTA FE                                                                                                                   
                                                                                                                                                                          
Fecha;Depto;Nombre Departamento;Localidad;Nombre Localidad;Tipo Loc;Cargo;Partido;Nombre Partido;Nombre Candidato;Votos;Porcentaje;                                       
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;0001;PARTIDO AUTONOMISTA;ZALAZAR MIGUEL ORLANDO;0000014;100,00                                                           
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;0002;UNION PRO FEDERAL;CAMPANELLA ROBERTO EMILIO;0000094;100,00                                                          
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;DEGANO DIEGO WALTER;0000315; 39,23                                                       
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;WAGNER EDUARDO JULIO;0000217; 27,02                                                      
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;GAINZA MARTIN ERNESTO;0000204; 25,40                                                     
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;CALVO RAUL ALBERTO;0000055;  6,85                                                        
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;PERALTA RAMOS ENRIQUE LUIS;0000007;  0,87                                                
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;GONZALEZ RODOLFO GABRIEL;0000003;  0,37                                                  
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;0003;FRENTE SANTA FE PARA TODOS;DELLACOSTA VICTOR HUGO;0000002;  0,25                                                    
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;CORRAL JOSE MANUEL;0001208; 76,80                                               
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;FARIAS PABLO GUSTAVO;0000302; 19,20                                             
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;PILO MARIO ALFREDO;0000033;  2,10                                               
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;BARRIOS MIGUEL ANGEL;0000030;  1,91                                             
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;0005;MOV. INDEPENDIENTE, JUSTICIA Y DIGNIDAD;PINTO ANDRES FABIAN;0000002;100,00                                          
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;0006;PARTIDO OBRERO;LIGUORI MIRIAM GUADALUPE;0000010;100,00                                                              
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;0008;NUEVO ENCUENTRO POPULAR Y SOLIDARIO;SILBER DANIEL MOISES;0000012;100,00                                             
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;0038;POLITICA ABIERTA P LA INTEGRIDAD SOCIAL;CELLI DANIEL RODRIGO;0000004;100,00                                         
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;    ;Votos en Blanco;;0000232;  8,15                                                                                     
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;    ;Votos Anulados;;0000079;  2,77                                                                                      
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;    ;Votos Recurridos;;0000007;  0,25                                                                                    
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;    ;Votos Impugnados;;0000001;  0,04                                                                                    
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;    ;Votos Fuerza de Seguridad;;0000016;  0,56                                                                           
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;    ;Votos Electores Observados;;0000000;  0,00                                                                          
2011/05/22;09;LA CAPITAL;001 ;;DEPTO ;INTENDENTE;    ;Total de votos emitidos;;0002847;  0,00                                                                             
2011/05/22;09;LA CAPITAL;002 ;;DEPTO ;INTENDENTE;0001;PARTIDO AUTONOMISTA;ZALAZAR MIGUEL ORLANDO;0000012;100,00                                                           
2011/05/22;09;LA CAPITAL;002 ;;DEPTO ;INTENDENTE;0002;UNION PRO FEDERAL;CAMPANELLA ROBERTO EMILIO;0000080;100,00                                                          
