ESCRUTINIO PROVISORIO: Elecciones Primarias Abiertas Provinciales del 22 de Mayo de 2011                                                                                  
Escrutado:100,00%   -   Fecha y Hora de cierre: 23/05/2011 - 06:36                                                                                                        
                                                                                                                                                                          
Cargo: C.COMUNAL - detalle por LOCALIDAD                                                                                                                                  
                                                                                                                                                                          
Fecha;Depto;Nombre Departamento;Localidad;Nombre Localidad;Tipo Loc;Cargo;Partido;Nombre Partido;Nombre Candidato;Votos;Porcentaje;                                       
2011/05/22;01;BELGRANO;404B;BOUQUET;COMUNA;C.COMUNAL;0003;FRENTE SANTA FE PARA TODOS;CORNAGLIA GUILLERMO MARIO;0000604;100,00                                             
2011/05/22;01;BELGRANO;404B;BOUQUET;COMUNA;C.COMUNAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;SABENA LUIS ANTONIO;0000103;100,00                                          
2011/05/22;01;BELGRANO;404B;BOUQUET;COMUNA;C.COMUNAL;0039;MOVIMIENTO VECINALISTA SANTAFESINO;CARPINETTI ANGEL DANIEL;0000294;100,00                                       
2011/05/22;01;BELGRANO;404B;BOUQUET;COMUNA;C.COMUNAL;    ;Votos en Blanco;;0000029;  2,75                                                                                 
2011/05/22;01;BELGRANO;404B;BOUQUET;COMUNA;C.COMUNAL;    ;Votos Anulados;;0000020;  1,90                                                                                  
2011/05/22;01;BELGRANO;404B;BOUQUET;COMUNA;C.COMUNAL;    ;Votos Recurridos;;0000000;  0,00                                                                                
2011/05/22;01;BELGRANO;404B;BOUQUET;COMUNA;C.COMUNAL;    ;Votos Impugnados;;0000000;  0,00                                                                                
2011/05/22;01;BELGRANO;404B;BOUQUET;COMUNA;C.COMUNAL;    ;Votos Fuerza de Seguridad;;0000003;  0,28                                                                       
2011/05/22;01;BELGRANO;404B;BOUQUET;COMUNA;C.COMUNAL;    ;Votos Electores Observados;;0000000;  0,00                                                                      
2011/05/22;01;BELGRANO;404B;BOUQUET;COMUNA;C.COMUNAL;    ;Total de votos emitidos;;0001053;  0,00                                                                         
2011/05/22;01;BELGRANO;405 ;MONTES DE OCA;COMUNA;C.COMUNAL;0004;FRENTE PROGRESISTA, CIVICO Y SOCIAL;DIETSCHI LEANDRO;0001147;100,00                                       
2011/05/22;01;BELGRANO;405 ;MONTES DE OCA;COMUNA;C.COMUNAL;0039;MOVIMIENTO VECINALISTA SANTAFESINO;FERRO JUAN CARLOS;0000580;100,00                                       
2011/05/22;01;BELGRANO;405 ;MONTES DE OCA;COMUNA;C.COMUNAL;    ;Votos en Blanco;;0000097;  5,16                                                                           
2011/05/22;01;BELGRANO;405 ;MONTES DE OCA;COMUNA;C.COMUNAL;    ;Votos Anulados;;0000047;  2,50                                                                            
2011/05/22;01;BELGRANO;405 ;MONTES DE OCA;COMUNA;C.COMUNAL;    ;Votos Recurridos;;0000010;  0,53                                                                          
2011/05/22;01;BELGRANO;405 ;MONTES DE OCA;COMUNA;C.COMUNAL;    ;Votos Impugnados;;0000000;  0,00                                                                          
2011/05/22;01;BELGRANO;405 ;MONTES DE OCA;COMUNA;C.COMUNAL;    ;Votos Fuerza de Seguridad;;0000000;  0,00                                                                 
2011/05/22;01;BELGRANO;405 ;MONTES DE OCA;COMUNA;C.COMUNAL;    ;Votos Electores Observados;;0000000;  0,00                                                                
2011/05/22;01;BELGRANO;405 ;MONTES DE OCA;COMUNA;C.COMUNAL;    ;Total de votos emitidos;;0001881;  0,00                                                                   
